,CRUDE_PETRO,CRUDE_BRENT,CRUDE_DUBAI,CRUDE_WTI,COAL_AUS,COAL_SAFRICA,NGAS_US,NGAS_EUR,NGAS_JP,iNATGAS,COCOA,COFFEE_ARABIC,COFFEE_ROBUS,TEA_AVG,TEA_COLOMBO,TEA_KOLKATA,TEA_MOMBASA,COCONUT_OIL,GRNUT,FISH_MEAL,GRNUT_OIL,PALM_OIL,PLMKRNL_OIL,SOYBEANS,SOYBEAN_OIL,SOYBEAN_MEAL,MAIZE,RICE_05,RICE_A1,WHEAT_US_HRW,BANANA_EU,BANANA_US,ORANGE,BEEF,CHICKEN,LAMB,SHRIMP_MEX,SUGAR_EU,SUGAR_US,SUGAR_WLD,TOBAC_US,LOGS_CMR,LOGS_MYS,SAWNWD_CMR,SAWNWD_MYS,PLYWOOD,COTTON_A_INDX,RUBBER_TSR20,RUBBER1_MYSG,PHOSROCK,DAP,TSP,UREA_EE_BULK,POTASH,ALUMINUM,IRON_ORE,COPPER,LEAD,Tin,NICKEL,Zinc,GOLD,PLATINUM,SILVER
2000-11-30,0.02921332152695122,0.05018012808668493,-0.0040246888313162366,0.03922839474703066,0.0,-0.07399878992847997,0.10036799405470531,0.01839132297142365,0.017699577099401065,0.07792253326063836,0.0021624090825342057,-0.0691365757607102,-0.09665412253108518,-0.03940679664609781,-0.022183227168248054,-0.12852235240272242,0.019643039033557685,0.07641623044436319,0.0312783071354934,-0.007517638242301672,0.019722589959239478,0.0078125397367943,0.1072455303535973,0.014670189747794105,0.008750848486898555,0.044392468425265896,0.04754052474908654,-0.013423020332140823,-0.06807921221827673,-0.0035168650213952546,0.08620013748287964,-0.038551411084833065,-0.042019487063777894,0.07803725029361142,-0.000487685939926763,0.022195828598169265,0.0,-0.017871198059788984,0.008159894632779885,-0.0794451366063138,-0.0074399524184682875,0.0017299681911442377,-0.0070454535907114035,0.015707906675466177,-0.03974032864951216,-0.004456819537005607,0.04941070405903125,-0.006793166708505494,-0.04580247018348066,0.0,-0.015514209036479265,-0.09071896566487858,-0.11153012367108861,0.0,-0.01774028570045516,0.0,-0.05604520401315405,-0.037946068133762445,-0.0024261275381451952,-0.04506070650898231,-0.03425087686794015,-0.014888056938350047,0.023222362155638443,-0.031290664181026884
2000-12-31,-0.24899735972476922,-0.25809780680161154,-0.3096114500296232,-0.1906487294244772,0.12451294787258238,0.28212597041075904,0.477855604528421,0.011325149357053643,-0.01571741589540987,0.3729715179935118,0.014895332946440368,-0.0781740514533395,-0.076844913495131,-0.012615671108281434,-0.0010152556377147626,0.009519978591285838,-0.04160160007934821,-0.10930409728919876,-0.021939380245915352,0.15185540996151925,0.0471795183276571,0.03065374109100194,-0.11039513925649391,0.05202118475087847,0.011893134615084122,0.0912614022736884,0.08992291320093138,-0.004062294008878808,0.013605652055779238,0.0028144807883592193,0.15666306486340043,0.19655787320252927,-0.1643246246352532,-0.019231361927887547,0.0,0.03681257870878496,0.0,0.025375496532243802,-0.01914437347807818,0.009095105897254374,-0.018745499814289523,0.04632536495634909,-0.0431815531536035,0.032369677827814414,-0.013605652055784567,-0.02997889980371049,0.02899766494269035,0.0018270912814672968,-0.025249024262537445,0.0,0.0,0.0,-0.034552381506659735,0.0,0.06026296090272787,0.0,0.030416590803780785,-0.012254264923467595,-0.006816996465779823,-0.0034707021479984945,0.000755144457254886,0.02024405829143472,0.02687135841137156,-0.008925948632759306
2001-01-31,0.029422667028269345,0.020128531460861243,0.0267800265593654,0.03960657439018478,0.04296603588344361,0.007178781727005923,-0.09118462341485278,0.04621284315513141,-0.03424302342221264,-0.06664593356830739,0.1093846659575517,-0.0027461228296923323,0.06432388180082271,0.027027187523145813,-0.010425717822561409,0.12853839994721744,-0.027035082623783846,-0.030866647980527517,0.03051818301834519,0.10329254615746564,0.010995488282755872,-0.04239555896768543,-0.041874072471058454,-0.032789822822991255,-0.05041202957610125,-0.05148356059292869,-0.02501297960556048,0.0008137800530478856,0.03565034339798867,0.036412254665501465,0.1232038180961412,0.17718717884030333,0.12146532929678511,-0.00240151067444605,0.0006501950814234991,0.032234301581614555,0.05762911283663641,-0.008425940314071845,0.0048734072509807325,0.02944012796493345,0.005468891511292817,0.044955509299593466,-0.04710696786272983,0.044927341597250425,-0.0277795641070675,-0.022462447262890706,-0.025953738053415776,-0.006660031277602285,-0.014836825519457808,0.0,0.006493529310549029,0.0,0.23144235412890524,0.0,0.031589581970949965,0.042168777371154764,-0.03466489661742056,0.03360588463787817,-0.012149089283180814,-0.04467407788976274,-0.025516220203261497,-0.02220078516222923,0.017838306448163088,0.0037216749601103327
2001-02-28,0.048191821604904206,0.06675016938440814,0.08677825425633534,0.0006258616373511217,0.0,-0.017316450011461093,-0.3723594667203123,-0.012987195526811268,-0.016529301951210496,-0.2879787992344607,-0.10960870538942875,0.018189131867566266,-0.025666066783588237,-0.07932033392207971,-0.03630562091213296,-0.12116152228323673,-0.08323065414972386,-0.1127019225161936,0.08050468033890468,-0.053837362632325636,-0.005692206740222083,-0.056695343676545384,-0.12231632180438279,-0.04879016416943216,-0.0033848764633850337,-0.09948274121175693,-0.0339921568275523,0.0005421523580881882,0.0003725088513926167,-0.036256126640203945,0.12788339192664472,0.25109825970183014,0.1543594596328688,-0.0018336012471682483,0.0037304398139119677,0.028746789443920173,0.01587334915629013,0.002491695641309466,0.003797472917973721,-0.044491723409217476,0.022253726282862374,-0.017689332457348605,0.009035682673898648,-0.031173132051842245,0.007017572658639004,0.02887645676631312,-0.059931301291325956,-0.04702926974778132,-0.011398487993750928,0.0,0.02871010588243106,0.0,-0.1394520730342501,0.0,-0.0070124293183289055,0.0,-0.012299101041563176,0.04838171830026461,-0.009463455875092563,-0.0696551159620995,-0.011879399680430502,-0.013728977773862283,-0.032015441175266446,-0.021640651345149697
2001-03-31,-0.08486520350637594,-0.116365141699728,-0.05432976278370827,-0.08207318553314691,0.0154562582366915,0.032930677813011844,-0.08717286265812763,-0.004366819166340408,0.014478019180653279,-0.06356920388991316,0.2308662868372074,-0.010314266643787706,-0.0340402451830662,-0.07737182721038877,-0.01507013140414959,-0.20976413205715383,-0.029457210885430074,0.01393750784378156,-0.029484770832667984,-0.06502963652261329,-0.038252596832736074,0.056695343676545384,0.032909734088797826,-0.02531780798428951,0.07558116766787482,0.015068879142716263,-0.018878839701615746,-0.05286348955706721,-0.06739797481713516,0.016182459906126212,0.09092961738302548,-0.23956796756194293,0.3093949241396491,0.030611753775061423,0.0037165753372839228,0.027841384309506223,-0.007905179507113225,-0.005927946224065006,0.00042105263779956825,-0.0625796566522383,0.019118393369343956,-0.02042617932858093,-0.04288306496189165,-0.02110613633316305,0.0,-0.04288512865252869,-0.10232156903997267,-0.09720305754280778,-0.04693941068347429,0.0,0.0007858546573391578,0.0,-0.06248204647467315,0.0,-0.06116509233507905,0.0,-0.015340927838924934,-0.006798666459078895,-0.014830821981218989,-0.06173880071943394,-0.01599560170670067,0.004419896698150794,-0.028167073282447497,-0.034239066615434854
2001-04-30,0.027412688163414245,0.04979580702770958,0.027728147086373944,0.006654488876665976,0.027233150458358946,0.000844713551565679,0.0019361090268663617,-0.01989015847921949,-0.02916873459065683,-0.004586811999271134,-0.03631494255424057,-0.005608769833442606,-0.06889734073393733,0.012661187686237252,-0.06187298372604921,0.26977669931199266,-0.153154663808662,0.013745920904635334,-0.004998015402247091,-0.02673905838229551,-0.04693124024192574,-0.011881327886753112,0.010733555643108517,-0.04725288485054513,-0.0049568671348776405,-0.03510001919283123,-0.025360425555521537,-0.06644509940815357,-0.03858346603915663,-0.00407896821367526,-0.0948486866270289,0.01893864183225391,0.126649563354853,-0.0023389218214036056,0.0009672739751425685,0.022007752755276444,0.06155789299943315,0.058632935530404384,-0.0021070382848029645,-0.05273629608094321,0.0,-0.012443938688785572,-0.022089923681076762,-0.026825534525840133,0.0,-0.022091855565206764,-0.06482121135255238,-0.01203664308850172,0.0072866387634804575,0.0,-0.05042543608326078,0.0,-0.0368266154276613,0.0,-0.0081568474396283,0.0,-0.043857475082851316,-0.04283880755245839,-0.01944917042889749,0.03151088855408268,-0.03576694505699329,-0.009742011299343822,0.01803134283020391,-0.008895029568867896
2001-05-31,0.0686961625060385,0.10397226538273419,0.05991020740739117,0.042465398229041273,0.008915363657952202,-0.022197838022134597,-0.20541004082604775,-0.027150989065950704,-0.014909754366287054,-0.15156703830636697,-0.006383886231702995,0.04565288873362611,0.03611742522799549,-0.002255922751444983,-0.10530001776010978,0.07179669558176394,0.01898245091228995,0.006802747322752545,-0.0010531859846585334,-0.030832682603784356,-0.023527620516778036,-0.07013182377408178,0.03839913293453634,-0.010810916104215806,-0.09937659419708567,-0.006225504100112467,-0.04533551781266265,0.0035357266778381913,0.018462062839734728,0.03924444174564279,-0.19156081745131381,0.14408494932647548,0.15369686047587394,0.015380662815822843,0.015667786529389438,-0.028870072919867873,0.02941388520629351,-0.07226459345979674,-0.007197321500976184,0.08593636237340485,0.009170672374093414,-0.020345884134204795,0.015447387179675864,-0.03494916053241326,-0.03559094510270722,-0.004355608944531575,-0.023331998819093536,0.0038986404156573506,0.050065228609532886,0.0,-0.06343756319304905,-0.027506645789832973,-0.11437855416984011,0.0,0.027580412605299642,0.0,0.01078791350220687,-0.022877506965015115,-0.0008489822830082261,0.10928290951405906,-0.03292737440505089,0.0445986378005907,0.026279756487110006,0.015526038442774004
2001-06-30,-0.021309307881729467,-0.02585612856587982,0.0013208444161478816,-0.037390860916560964,0.0029542118974315024,0.0,-0.12643077107494616,-0.006904515346544571,0.0064171343206334,-0.0861872326599844,-0.10161365081398532,-0.0799116546624059,-0.012516581547513062,0.009179819046101823,-0.02926039950047682,0.06586155229903068,-0.025975486403260528,0.0719264175374601,-0.020224212462626845,0.021117363306432324,0.0,0.08594242980072408,0.06624938554120074,0.02150620522096336,-0.028452594516222618,0.049138252587403564,-0.009319063857988752,0.022087378210059683,0.05342516667358055,-0.05824073115182671,0.10143820024905795,-0.04311026205853696,0.1231257432294664,0.022260542403400585,0.007900183291746465,-0.03656306249995933,-0.06744128079553269,-0.01776891443166817,-0.014551936649398578,-0.058467697403261853,-0.0033807974940707197,-0.02407502042974574,-0.0018192849165856728,0.004885544234820571,-0.014598799421138509,-0.0018306306141164796,-0.051130834942326654,0.0,0.019699456735807586,0.0,-0.06453852113757108,-0.024194728587056957,0.028987536873252395,0.0,-0.04835711979088497,0.0,-0.04483742277276548,-0.04963689065771337,-0.023882526238779178,-0.06127144403606444,-0.04703796881741251,-0.007851272384410635,-0.052060611874773066,-0.013512031262253865
2001-07-31,-0.08358597517556632,-0.12207842366963151,-0.08911438804714011,-0.04137937562121108,0.0029455102297570868,-0.011577553342442926,-0.17962976512824325,-0.14381170203207905,-0.0064171343206334,-0.16017907510051188,-0.007114532251897437,-0.08453651107058663,-0.06156776586165025,0.04586427419962952,-0.006318368529072804,0.061694442753531975,0.07500982100486653,0.12163121252342002,0.0,0.06398681440305332,-0.0062183510153701604,0.2578291093020999,0.12062798778861428,0.10109611687136866,0.3843887081455728,0.0106258662597849,0.09628088953474645,0.008298802814695527,0.05583019324578675,-0.027409890610890386,-0.2743612511029583,0.13458869610761853,0.1478945254022142,0.033475487269064685,0.011423330541824761,-0.02009973631391815,0.11692133805890226,0.009487029800637203,-0.0015100854989125168,-0.027984527762083156,0.004863038626323757,0.008519711532397167,-0.03370273307606908,0.00855537771036552,-0.022305757514296864,-0.04043321379073994,-0.04195737364966152,-0.019646997383796494,-0.025305407113748568,0.0,0.013986241974739855,0.010152371464017484,0.0,0.0,-0.03451489512594108,0.0,-0.05313887685517127,0.03864895289583359,-0.10411171858372015,-0.11207878728347964,-0.04865607996435006,-0.010041738649872123,-0.08808457078526732,-0.02770196031881289
2001-08-31,0.04020227307501134,0.04617605426815796,0.03729968199288436,0.037205852426377195,-0.005899722127188589,-0.005839432651559395,-0.049596941139372186,0.01061017911201545,-0.026088436084298117,-0.029646757115356692,0.06586989853407624,0.016850888922366525,-0.06050060106346988,-0.06335962560228842,0.05574114382192702,-0.1735847845225139,-0.0405236449336972,0.013869847864150131,-0.09289374689269625,0.10438338340659303,0.020601786757461937,0.09255155736524578,-0.005698021114637797,0.019048194970694432,0.014443321115222396,-0.03167927545761717,0.01525425803266689,-0.00681181369311723,0.025545551728015425,-0.015221489605382388,0.0922575172533231,-0.02046429462728644,-0.2048494102982364,0.04010307378458233,0.02017781203330732,0.003691242927471139,-0.11692133805890226,0.016160087702059567,0.013296357158137595,-0.08055883671725228,-0.005692801240488876,0.04521126853769175,-0.0018851331459295295,0.045186025824956566,0.022305757514296864,0.024723635059948457,-0.049537827755662685,0.04897911079257322,-0.03226086221822144,0.0,0.0,0.010050335853502013,0.014184634991956102,0.0,-0.028146065706255996,0.0,-0.04066601723689711,0.04531793845868215,-0.11050933949008623,-0.07268959969065314,-0.028921980184807516,0.01800315330148905,-0.16144241490848987,-0.007905552612414546
2001-09-30,-0.024046107319673826,-0.0060039448548905305,-0.01476423029091034,-0.049682061062361615,-0.030032287098875177,-0.03243849362392082,-0.316337328212157,0.0,0.0,-0.18715383881102987,-0.007682994272137873,-0.028036340325873293,-0.06177822089843843,-0.03436410453931954,0.04079037346695513,-0.08074800025621814,-0.06115442315333075,-0.11985128872044193,-0.04896717098465597,0.013823105555357706,0.015461037727704685,-0.1550719143465793,-0.10219094089654668,-0.04831857727080724,-0.10445382308787465,0.008259227914397371,-0.033405573162850644,0.027840625972942235,0.052476726478308144,0.0009018242054121828,0.042743290849647675,-0.17829998033267397,-0.3063680375944779,0.06545474300213494,0.01363037913069054,0.07710418083202009,-0.08912777989600729,0.01777231189995765,0.0031904738325857496,-0.07307598031806584,0.0005805782000170012,0.01177554885757548,-0.017000092253238286,0.011789528861164023,0.0289875368732444,0.021871537899494697,-0.04859646565271409,-0.0700325199904056,-0.010126234301414572,0.0,0.0,-0.004972341626558574,0.06277640614417201,0.0,-0.023898493385759778,0.0,-0.026361376490844357,-0.038409448114871125,-0.053028153515525034,-0.0936993926138161,-0.036273725410533864,0.0396950335147519,0.01363257700249143,0.03084057902930204
2001-10-31,-0.19547537315947094,-0.22103857732497945,-0.2040000579632264,-0.16351492380220778,-0.012270092591814219,-0.0009078529901795918,0.1306201824170643,-0.07390502948432931,0.010953012019197184,0.04946046776914992,0.05747836438591607,-0.02916675287266582,-0.043348075294679767,-0.04911102223832736,0.016433914356087598,-0.16117829045342597,-0.0039718412929743985,-0.04770379795721169,-0.1225667642955548,-0.014127949528413453,0.015921774698535174,-0.11255479129185364,-0.11507704824618958,-0.07715908054661824,-0.03181822783847732,-0.0026964105073519207,-0.039860349293208586,-0.013969959440200519,-0.014486446182429447,0.010677853419598371,-0.05684361340180749,-0.16748342823525297,-0.3099144476108444,-0.037902080081933076,-0.011802225056627813,0.005801950253678356,-0.08855339734144518,-0.007751351215627866,-0.009602122213226205,-0.10455859099576514,-0.018914830710107466,-0.00566615718332919,-0.04360880542743395,-0.03466496433114585,-0.058840500022937725,-0.019194823700941832,-0.10368859078565053,-0.02337129746195976,-0.07483805906649021,0.0,0.006644542718668767,0.0,0.01678948147654946,0.0,-0.04725552392338628,0.0,-0.034994172098095966,0.007074742768323539,0.015097261982365495,-0.0409442584758537,-0.047570022293903946,-0.0012710070910308957,-0.05963826631973124,0.011011968443460196
